reg,domanda,risposta
R15,Un  calciatore  esegue  una  rimessa  laterale:  uno  spettatore  entrato  sul  terreno  di  gioco  interrompe  la  traiettoria  del  pallone  prima  che  esso  venga giocato da un altro calciatore. L’Arbitro farà ripetere la rimessa laterale,FALSO
R15,"Se un avversario che non rispetta la prescritta distanza su una rimessa laterale, correttamente eseguita, viene ammonito, l'arbitro assegna un calcio di punizione indiretto",VERO
R15,"In occasione di una rimessa laterale, è possibile segnare una rete direttamente nella propria porta",FALSO
R15,"Se un calciatore, nell'effettuare una rimessa laterale, tocca con entrambi i piedi la linea laterale, l'Arbitro la assegna alla squadra avversaria",FALSO
R15,Se viene effettuata una rimessa laterale da una posizione sopraelevata la rimessa va fatta ripetere alla stessa squadra,FALSO
R15,"Un calciatore, per effettuare una rimessa dalla linea laterale, impiega più di 6 secondi . L'Arbitro la fa ripetere all'altra squadra",FALSO
R15,Una rete può essere segnata direttamente su rimessa laterale solo nella porta avversaria,FALSO
R16,"Nell’esecuzione di un calcio di rinvio il pallone, calciato da un difendente, è in gioco solo quando oltrepassa interamente una qualsiasi delle linee delimitanti l’area di rigore",FALSO
R16,"Un calciatore della squadra “A” effettua un calcio di rinvio. Il pallone viene deviato dall’Arbitro che si trova ancora all’interno dell’area di rigore e perviene a un attaccante della squadra “B” che, trovandosi all’esterno di detta area, calcia in porta e realizza una rete. L’Arbitro convalida la rete",VERO
R16,Un calciatore che si trova nell'area di rigore avversaria durante l'esecuzione di un calcio di rinvio non può contendere il pallone prima che questo sia stato toccato da un altro calciatore,VERO
R16,"Di norma nell’effettuazione di un calcio di rinvio, il pallone è in gioco quando viene calciato e si muove chiaramente",FALSO
R16,Il calciatore che esegue un calcio di rinvio non può giocare il pallone fino a quando non viene toccato da un compagno di squadra,FALSO
R16,Su calcio di rinvio non si può segnare direttamente una rete nella porta avversaria,FALSO
R16,"Su calcio di rinvio, il pallone calciato con poca forza si ferma prima di uscire dall’area di rigore. L’Arbitro ne ordinerà la ripetizione",VERO
R16,Una rete può essere segnata direttamente su calcio di rinvio ma soltanto contro la squadra avversaria,VERO
R17,Un calciatore esegue un calcio d’angolo: il pallone colpisce il palo e torna verso chi ha calciato che lo tocca ancora: calcio di punizione indiretto per la posizione di fuorigioco,FALSO
R17,"Di norma, un calcio d'angolo viene accordato alla squadra attaccante, se un difendente segna nella propria porta un'autorete, direttamente da calcio di punizione",VERO
R17,"Il calciatore che subisce un calcio d'angolo deve stare ad almeno 9,15 m dal pallone fino a quando questo non è in gioco",FALSO
R17,Il pallone su calcio d’angolo può essere in gioco anche se non esce dall’area d’angolo,VERO
R17,Nell’esecuzione di un calcio d’angolo i calciatori avversari devono stare ad almeno 2 m dal pallone,FALSO
R17,"Un calciatore che rimuove la bandierina per eseguire più agevolmente un calcio d'angolo, se non è recidivo, non deve essere ammonito",VERO
R17,Una bandierina del calcio d’angolo può essere rimossa temporaneamente solo per eseguire più agevolmente un calcio d’angolo,FALSO
R17,Viene accordato un calcio d’angolo se un calcio di punizione indiretto viene calciato direttamente nella porta avversaria,FALSO
